Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
90;19600157911;"Electronic Markets";journal;"14228890, 10196781";2,325;Q1;63;60;250;5552;3545;229;9,16;92,53;27,22;1;13;Germany;Western Europe;"Springer Verlag";"2009-2025";"Business and International Management (Q1); Computer Science Applications (Q1); Economics and Econometrics (Q1); Management of Technology and Innovation (Q1); Marketing (Q1)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance"
91;21101126907;"Carbon Neutrality";journal;"27313948, 27888614";2,321;Q1;18;39;74;3018;868;71;11,73;77,38;37,61;0;33;China;Asiatic Region;"Springer";"2022-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Energy (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)";"Economics, Econometrics and Finance; Energy; Environmental Science"
92;28964;"Journal of Applied Econometrics";journal;"10991255, 08837252";2,305;Q1;123;79;186;3389;595;186;3,45;42,90;22,70;14;28;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1986-2025";"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1)";"Economics, Econometrics and Finance; Social Sciences"
93;28979;"Journal of Economic History";journal;"14716372, 00220507";2,292;Q1;75;37;101;2364;274;96;2,52;63,89;25,00;0;16;United Kingdom;Western Europe;"Cambridge University Press";"1941-2025";"Economics and Econometrics (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1)";"Arts and Humanities; Economics, Econometrics and Finance"
94;17385;"International Review of Financial Analysis";journal;"10575219";2,288;Q1;110;744;1083;48627;11773;1081;10,52;65,36;33,70;8;350;United States;Northern America;"Elsevier Inc.";"1992-2025";"Economics and Econometrics (Q1); Finance (Q1)";"Economics, Econometrics and Finance"
95;5700167235;"International Journal of Consumer Studies";journal;"14706423, 14706431";2,220;Q1;108;128;347;16791;4490;345;9,78;131,18;50,42;1;27;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2001-2025";"Applied Psychology (Q1); Economics and Econometrics (Q1); Marketing (Q1); Public Health, Environmental and Occupational Health (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Medicine; Psychology"
96;30060;"World Development";journal;"0305750X, 18735991";2,161;Q1;233;292;940;23080;6952;920;5,72;79,04;36,29;56;258;United Kingdom;Western Europe;"Elsevier B.V.";"1973-2025";"Development (Q1); Economics and Econometrics (Q1); Geography, Planning and Development (Q1); Sociology and Political Science (Q1)";"Economics, Econometrics and Finance; Social Sciences"
97;14733;"Financial Analysts Journal";journal;"0015198X";2,148;Q1;95;29;83;1070;376;75;2,71;36,90;15,87;0;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2025";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
98;18400156711;"Cambridge Journal of Regions, Economy and Society";journal;"17521386, 17521378";2,144;Q1;78;48;119;3292;698;103;5,19;68,58;45,13;12;31;United Kingdom;Western Europe;"Oxford University Press";"2008-2025";"Economics and Econometrics (Q1); Geography, Planning and Development (Q1); Sociology and Political Science (Q1)";"Economics, Econometrics and Finance; Social Sciences"
99;19251;"Work, Employment and Society";journal;"14698722, 09500170";2,115;Q1;104;115;217;7118;1284;215;5,59;61,90;55,02;12;66;United Kingdom;Western Europe;"SAGE Publications Ltd";"1987-2025";"Accounting (Q1); Economics and Econometrics (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
100;17493;"Internet Research";journal;"10662243";2,110;Q1;118;174;267;16665;2829;261;9,16;95,78;36,96;0;22;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1991-2025";"Communication (Q1); Economics and Econometrics (Q1); Sociology and Political Science (Q1)";"Economics, Econometrics and Finance; Social Sciences"
101;27365;"World Bank Economic Review";journal;"1564698X, 02586770";2,110;Q1;106;38;125;2182;390;125;2,84;57,42;48,24;15;31;United Kingdom;Western Europe;"Oxford University Press";"1986-2025";"Accounting (Q1); Development (Q1); Economics and Econometrics (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
102;23665;"International Business Review";journal;"09695931";2,104;Q1;134;83;264;9962;2167;262;7,52;120,02;35,86;1;24;United Kingdom;Western Europe;"Elsevier Ltd";"1993-2025";"Business and International Management (Q1); Finance (Q1); Marketing (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
103;20290;"Ecological Economics";journal;"09218009";2,088;Q1;262;264;871;19472;6828;849;6,75;73,76;34,39;21;226;Netherlands;Western Europe;"Elsevier B.V.";"1989-2025";"Economics and Econometrics (Q1); Environmental Science (miscellaneous) (Q1)";"Economics, Econometrics and Finance; Environmental Science"
104;28527;"Experimental Economics";journal;"15736938, 13864157";2,087;Q1;68;44;139;2066;347;138;2,38;46,95;31,82;1;4;United States;Northern America;"Cambridge University Press";"2000, 2003-2024";"Economics, Econometrics and Finance (miscellaneous) (Q1)";"Economics, Econometrics and Finance"
105;28561;"Auditing";journal;"15587991, 02780380";2,080;Q1;104;33;93;2372;373;92;3,57;71,88;37,89;0;5;United States;Northern America;"American Accounting Association";"1996-2025";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
106;19900192439;"IMF Economic Review";journal;"2041417X, 20414161";2,079;Q1;85;58;76;2763;302;72;3,13;47,64;26,72;20;35;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2010-2025";"Business, Management and Accounting (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
107;144987;"Journal of Financial Stability";journal;"15723089";2,074;Q1;81;119;225;7142;1730;220;4,67;60,02;25,23;20;80;Netherlands;Western Europe;"Elsevier B.V.";"2004-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Finance (Q1)";"Economics, Econometrics and Finance"
108;23687;"Marketing Letters";journal;"1573059X, 09230645";2,036;Q1;88;80;135;2668;574;134;4,06;33,35;37,86;0;6;United States;Northern America;"Springer New York";"1989-2025";"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
109;22717;"Business Ethics Quarterly";journal;"1052150X";2,018;Q1;99;35;75;3393;371;70;4,13;96,94;33,33;2;6;United Kingdom;Western Europe;"Cambridge University Press";"1993, 1996-2024";"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Philosophy (Q1)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance"
110;23411;"Journal of Industrial Ecology";journal;"10881980, 15309290";2,011;Q1;141;139;378;9220;2898;373;7,34;66,33;31,69;6;137;United States;Northern America;"Wiley-Blackwell";"1997-2025";"Economics and Econometrics (Q1); Environmental Science (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
111;26261;"Review of International Political Economy";journal;"09692290, 14664526";2,010;Q1;92;89;250;7885;1519;245;6,14;88,60;37,68;12;54;United Kingdom;Western Europe;"Routledge";"1994-2025";"Economics and Econometrics (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Economics, Econometrics and Finance; Social Sciences"
112;18972;"Information Economics and Policy";journal;"01676245";2,000;Q1;60;19;84;986;458;83;3,88;51,89;20,00;0;10;Netherlands;Western Europe;"Elsevier B.V.";"1983-1984, 1986, 1988-1989, 1993-2025";"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)";"Economics, Econometrics and Finance; Environmental Science"
113;100147314;"Journal of International Financial Management and Accounting";journal;"09541314, 1467646X";2,000;Q1;50;25;56;1723;571;55;10,53;68,92;35,71;0;14;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1989-1992, 1994-2025";"Accounting (Q1); Business, Management and Accounting (miscellaneous) (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
114;145695;"Journal of Financial Econometrics";journal;"14798409";1,989;Q1;54;52;116;2580;288;110;2,42;49,62;18,25;8;7;United Kingdom;Western Europe;"Oxford University Press";"2005-2025";"Economics and Econometrics (Q1); Finance (Q1)";"Economics, Econometrics and Finance"
115;26796;"Socio-Economic Review";journal;"14751461";1,947;Q1;80;58;239;4483;1162;231;3,33;77,29;32,48;12;38;United Kingdom;Western Europe;"Oxford University Press";"2005-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Economics, Econometrics and Finance; Social Sciences"
116;17557;"Journal of Money, Credit and Banking";journal;"15384616, 00222879";1,933;Q1;129;159;247;7634;478;246;1,76;48,01;22,65;30;98;United States;Northern America;"Wiley-Blackwell";"1996-2025";"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
117;22750;"Journal of Economic Geography";journal;"14682702, 14682710";1,932;Q1;125;44;139;3271;537;138;3,52;74,34;26,85;7;28;United Kingdom;Western Europe;"Oxford University Press";"2001-2024";"Economics and Econometrics (Q1); Geography, Planning and Development (Q1)";"Economics, Econometrics and Finance; Social Sciences"
118;15139;"Regional Science and Urban Economics";journal;"18792308, 01660462";1,917;Q1;101;60;213;3541;952;210;3,48;59,02;23,58;10;44;Netherlands;Western Europe;"Elsevier B.V.";"1975-2025";"Economics and Econometrics (Q1); Urban Studies (Q1)";"Economics, Econometrics and Finance; Social Sciences"
119;16922;"Labour Economics";journal;"09275371";1,879;Q1;96;134;346;6715;1147;345;3,11;50,11;40,45;30;103;Netherlands;Western Europe;"Elsevier B.V.";"1993-2025";"Economics and Econometrics (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
120;28978;"Journal of Economic Growth";journal;"15737020, 13814338";1,874;Q1;103;21;40;1893;128;40;2,89;90,14;10,20;3;13;United States;Northern America;"Springer New York";"1996-2025";"Economics and Econometrics (Q1)";"Economics, Econometrics and Finance"
121;5800191435;"Economic Analysis and Policy";journal;"22042296";1,873;Q1;73;242;741;14961;7145;741;9,92;61,82;39,40;8;200;Netherlands;Western Europe;"Elsevier B.V.";"1970-2024";"Economics and Econometrics (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1)";"Economics, Econometrics and Finance"
122;16220;"Journal of Law and Economics";journal;"15375285, 00222186";1,839;Q1;95;20;104;1018;231;102;1,32;50,90;17,02;0;10;United States;Northern America;"University of Chicago Press";"1978-1989, 1996-2024";"Economics and Econometrics (Q1); Law (Q1)";"Economics, Econometrics and Finance; Social Sciences"
123;17472;"Journal of Banking and Finance";journal;"03784266";1,816;Q1;211;166;660;9546;3248;651;4,37;57,51;29,86;5;58;Netherlands;Western Europe;"Elsevier B.V.";"1977-2025";"Economics and Econometrics (Q1); Finance (Q1)";"Economics, Econometrics and Finance"
124;26878;"Journal of Population Economics";journal;"14321475, 09331433";1,805;Q1;91;77;185;4526;908;185;3,20;58,78;41,52;10;62;Germany;Western Europe;"Springer New York";"1988-2025";"Demography (Q1); Economics and Econometrics (Q1)";"Economics, Econometrics and Finance; Social Sciences"
125;20870;"Telecommunications Policy";journal;"03085961";1,728;Q1;93;105;311;6808;2532;303;7,59;64,84;36,40;7;67;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2025";"Economics and Econometrics (Q1); Electrical and Electronic Engineering (Q1); Human Factors and Ergonomics (Q1); Information Systems (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Management, Monitoring, Policy and Law (Q1)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance; Engineering; Environmental Science; Social Sciences"
126;28976;"Journal of Economic Dynamics and Control";journal;"01651889";1,714;Q1;106;118;437;5997;1081;425;2,40;50,82;20,63;11;61;Netherlands;Western Europe;"Elsevier B.V.";"1979-2025";"Applied Mathematics (Q1); Control and Optimization (Q1); Economics and Econometrics (Q1)";"Economics, Econometrics and Finance; Mathematics"
127;15519;"Finance Research Letters";journal;"15446131, 15446123";1,711;Q1;123;1528;2615;41157;22462;2615;8,12;26,94;38,69;9;702;Netherlands;Western Europe;"Elsevier B.V.";"2004-2025";"Finance (Q1)";"Economics, Econometrics and Finance"
128;19400157320;"Foundations and Trends in Accounting";journal;"15540642, 15540650";1,706;Q1;21;2;9;262;24;9;1,60;131,00;50,00;0;0;United States;Northern America;"Now Publishers Inc";"2006-2012, 2014-2016, 2018-2024";"Accounting (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
129;22904;"Oxford Review of Economic Policy";journal;"14602121, 0266903X";1,706;Q1;106;49;156;2292;443;154;2,04;46,78;31,25;2;40;United Kingdom;Western Europe;"Oxford University Press";"1985-2025";"Economics and Econometrics (Q1); Management, Monitoring, Policy and Law (Q1)";"Economics, Econometrics and Finance; Environmental Science"
130;21100774141;"China Finance Review International";journal;"20441398, 20441401";1,695;Q1;29;63;81;3956;648;78;8,42;62,79;32,45;0;34;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2011-2025";"Finance (Q1)";"Economics, Econometrics and Finance"
131;21101021052;"Journal of the Association for Consumer Research";journal;"23781823, 23781815";1,691;Q1;33;30;143;1712;334;131;2,33;57,07;54,12;1;5;United States;Northern America;"University of Chicago Press";"2016-2024";"Applied Psychology (Q1); Economics and Econometrics (Q1); Marketing (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Psychology"
132;130105;"Accounting, Auditing and Accountability Journal";journal;"09513574";1,688;Q1;129;112;300;8528;2088;261;6,07;76,14;43,59;0;48;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1988-2025";"Accounting (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
133;20633;"Journal of International Management";journal;"10754253";1,685;Q1;90;70;184;7901;1356;184;5,97;112,87;33,18;0;24;United States;Northern America;"Elsevier Inc.";"1998-2025";"Business and International Management (Q1); Finance (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
134;22944;"Journal of International Marketing";journal;"15477215, 1069031X";1,683;Q1;110;30;69;2767;454;62;5,44;92,23;33,33;0;4;United States;Northern America;"American Marketing Association";"1995-2025";"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
